Index;Fuel type;Body type;Engine;Gearbox;Doors;Seats;Emission;Service history
3618;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Null
3619;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Null
3620;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Full
3621;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
3622;Petrol;Hatchback;1.3L;Manual;3;5;Euro 5;Null
3623;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3625;Electric;Hatchback;;Automatic;5;5;Null;
3626;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3627;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3629;Petrol;SUV;1.5L;Automatic;5;5;Euro 6;Null
3630;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Null
3632;Diesel;MPV;1.5L;Manual;5;5;Euro 6;Null
3633;Diesel;SUV;1.7L;Manual;5;5;Euro 5;Null
3634;Diesel;Hatchback;1.8L;Automatic;5;5;Euro 5;Full
3637;Electric;Hatchback;;Automatic;5;5;Null;
3639;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3641;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3642;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3643;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
3644;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Null
3645;Petrol;MPV;1.4L;Manual;5;5;Euro 6;Full
3646;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Null
3647;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3648;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
3649;Petrol;Hatchback;1.3L;Manual;5;5;Euro 5;Null
3650;Diesel;MPV;1.5L;Automatic;5;7;Euro 5;Full
3651;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3653;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3656;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3657;Petrol Plug-in Hybrid;Saloon;2.0L;Automatic;4;5;Euro 6;Null
3658;Petrol;Hatchback;1.0L;Manual;3;5;Euro 6;Null
3660;Diesel;Hatchback;1.5L;Automatic;5;5;Euro 6;Full
3661;Petrol;Hatchback;0.9L;Manual;5;5;Euro 5;Null
3662;Petrol;Hatchback;1.4L;Manual;3;4;Euro 6;Null
3663;Diesel;Hatchback;1.5L;Manual;3;4;Euro 6;Null
3664;Petrol;Hatchback;1.1L;Manual;5;5;Euro 6;Null
3665;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3667;Petrol;SUV;1.3L;Automatic;5;5;Euro 6;Null
3668;Petrol;Hatchback;1.5L;Manual;3;4;Euro 6;Null
3669;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Null
3670;Diesel;Hatchback;2.0L;Automatic;5;5;Euro 6;Null
3671;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Null
3672;Diesel;Estate;1.3L;Manual;5;5;Euro 5;Full
3673;Diesel;Hatchback;3.0L;Automatic;5;5;Euro 5;Null
3674;Diesel;SUV;2.0L;Automatic;5;5;Euro 6;Null
3675;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
3676;Petrol Hybrid;Hatchback;1.6L;Automatic;5;5;Euro 6;Full
3678;Diesel;Estate;2.1L;Automatic;5;5;Euro 4;Null
3679;Electric;Hatchback;;Automatic;5;5;Null;
3681;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3682;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3683;Petrol;Hatchback;1.3L;Manual;5;5;Euro 6;Null
3684;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Null
3685;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3686;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
3687;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3689;Diesel;MPV;1.5L;Manual;5;5;Euro 5;Null
3690;Petrol;Hatchback;1.5L;Manual;3;4;Euro 6;Null
3691;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3692;Diesel;Estate;2.1L;Automatic;5;5;Euro 4;Null
3693;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3695;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3696;Diesel;SUV;1.6L;Manual;5;5;Euro 6;Full
3697;Petrol;SUV;1.3L;Manual;5;5;Euro 6;Null
3698;Petrol;SUV;2.0L;Manual;5;5;Euro 5;Null
3699;Petrol;Convertible;1.2L;Manual;2;4;Euro 6;Null
3702;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3703;Diesel;Saloon;3.0L;Automatic;4;5;Euro 5;Null
3705;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3706;Petrol;Hatchback;1.0L;Manual;5;4;Euro 4;Null
3707;Petrol;SUV;1.3L;Automatic;5;5;Euro 6;Null
3709;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3711;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3712;Diesel;Saloon;2.0L;Automatic;4;5;Euro 5;Null
3713;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3714;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3715;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Full
3716;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Full
3718;Diesel;SUV;2.0L;Manual;5;5;Euro 6;Null
3719;Diesel;Estate;2.0L;Manual;5;5;Euro 6;Null
3720;Diesel;Estate;2.1L;Automatic;5;5;Euro 4;Null
3721;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3723;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3724;Petrol;Hatchback;1.2L;Automatic;5;5;Euro 5;Full
3725;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3726;Petrol;SUV;1.5L;Manual;5;5;Euro 6;Null
3727;Diesel;MPV;1.7L;Automatic;5;5;Euro 5;Null
3729;Petrol;SUV;2.0L;Automatic;5;5;Euro 4;Full
3730;Petrol;Hatchback;1.2L;Manual;5;4;Euro 6;Null
3731;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
3732;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
3733;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Null
3734;Diesel;Estate;2.1L;Automatic;5;5;Euro 4;Null
3735;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3737;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3738;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3739;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
3740;Petrol;SUV;1.2L;Automatic;5;5;Euro 6;Null
3741;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Full
3742;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Null
3743;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3744;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3746;Petrol;Hatchback;1.3L;Manual;3;5;Euro 6;Null
3747;Petrol;Hatchback;1.2L;Automatic;5;5;Euro 6;Full
3748;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
3749;Diesel;Coupe;2.0L;Automatic;2;4;Euro 6;Full
3751;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Full
3752;Diesel;SUV;2.2L;Automatic;5;5;Euro 6;Null
3754;Petrol;SUV;1.3L;Manual;5;5;Euro 6;Null
3755;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
3756;Diesel;Estate;2.0L;Manual;5;5;Euro 6;Null
3757;Petrol;Hatchback;1.2L;Automatic;3;4;Euro 6;Null
3759;Diesel;Coupe;2.1L;Automatic;2;4;Euro 6;Null
3760;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3761;Diesel;Convertible;2.1L;Automatic;2;4;Euro 6;Null
3762;Petrol;Hatchback;1.1L;Manual;5;5;Euro 6;Null
3763;Petrol;SUV;1.3L;Automatic;5;5;Euro 6;Null
3765;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3767;Petrol;Hatchback;1.0L;Manual;3;4;Euro 6;Null
3768;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Full
3769;Diesel;Saloon;2.0L;Manual;4;5;Euro 6;Null
3770;Diesel;Saloon;2.0L;Automatic;4;5;Euro 5;Null
3771;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
3773;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
3775;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3776;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
3777;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3779;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3780;Petrol;SUV;1.4L;Manual;5;5;Euro 6;Null
3781;Diesel;SUV;2.0L;Manual;5;5;Euro 6;Null
3783;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Full
3784;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3785;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
3786;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3787;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Null
3788;Diesel;SUV;2.0L;Automatic;5;5;Euro 6;Null
3789;Petrol;SUV;1.5L;Manual;5;5;Euro 6;Null
3791;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3793;Diesel;Coupe;2.0L;Automatic;2;4;Euro 6;Full
3794;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3795;Diesel;SUV;2.0L;Manual;5;5;Euro 6;Null
3796;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Full
3798;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3799;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
3800;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Full
3801;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Null
3802;Petrol;Hatchback;1.0L;Manual;3;5;Euro 6;Null
3803;Diesel;Hatchback;2.0L;Automatic;5;5;Euro 5;Full
3805;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3807;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3810;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Null
3811;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Full
3812;Diesel;SUV;2.0L;Automatic;5;5;Euro 6;Null
3813;Diesel;Estate;2.0L;Manual;5;5;Euro 5;Null
3814;Petrol;SUV;1.3L;Manual;5;5;Euro 6;Null
3815;Petrol;Hatchback;1.2L;Manual;3;5;Euro 6;Null
3816;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3817;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Full
3818;Petrol;Hatchback;1.0L;Manual;5;4;Euro 4;Null
3819;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3821;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3823;Petrol;Hatchback;1.6L;Manual;5;5;Euro 6;Null
3824;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3825;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Full
3826;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
3827;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3828;Petrol;Hatchback;1.3L;Manual;3;5;Euro 5;Null
3830;Diesel;MPV;1.6L;Manual;5;5;Euro 6;Null
3831;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Null
3833;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3835;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3837;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Full
3838;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
3839;Diesel;Saloon;3.0L;Automatic;4;4;Euro 5;Null
3840;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3841;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3842;Diesel;Saloon;2.1L;Automatic;4;5;Euro 6;Null
3843;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Full
3845;Petrol;Estate;1.0L;Manual;5;5;Euro 6;Null
3846;Petrol;Hatchback;1.1L;Manual;5;5;Euro 6;Null
3847;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3849;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3850;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Full
3851;Petrol;SUV;1.3L;Automatic;5;5;Euro 6;Null
3852;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
3853;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
3854;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
3856;Petrol;SUV;1.6L;Automatic;5;5;Euro 5;Null
3857;Diesel;SUV;1.6L;Automatic;5;5;Euro 6;Null
3859;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
3860;Diesel;MPV;1.5L;Automatic;5;7;Euro 5;Full
3861;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3863;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
3864;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
3865;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Full
3866;Diesel;Hatchback;2.0L;Automatic;3;4;Euro 5;Null
3867;Petrol;Convertible;2.5L;Manual;2;2;Euro 4;Null
3868;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
3869;Petrol;SUV;1.2L;Manual;5;5;Euro 5;Null
3871;Diesel;Saloon;2.0L;Automatic;4;5;Euro 5;Null
3872;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
3873;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
3875;Petrol;Coupe;1.5L;Automatic;2;4;Euro 6;Null
3877;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3878;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
3879;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Full
3880;Diesel;SUV;2.0L;Automatic;5;7;Euro 6;Null
3881;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
3882;Diesel;Convertible;2.0L;Manual;2;4;Euro 5;Null
3883;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Full
3884;Petrol;SUV;1.5L;Manual;5;5;Euro 6;Full
3885;Petrol;Hatchback;2.0L;Manual;5;5;Euro 6;Null
3886;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 4;Null
3887;Petrol;Convertible;1.5L;Manual;2;2;Euro 6;Null
3889;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3891;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3892;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
3893;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3894;Diesel;SUV;1.7L;Manual;5;5;Euro 5;Null
3895;Diesel;Coupe;2.2L;Automatic;3;5;Euro 5;Null
3896;Petrol;MPV;1.4L;Automatic;5;5;Euro 6;Full
3898;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
3899;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
3900;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Full
3902;Petrol;Hatchback;1.1L;Manual;5;5;Euro 6;Null
3903;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3905;Petrol;SUV;1.3L;Automatic;5;5;Euro 6;Null
3906;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
3907;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
3908;Petrol;SUV;1.6L;Automatic;5;5;Euro 6;Null
3909;Petrol;Convertible;1.4L;Manual;2;4;Euro 5;Null
3910;Petrol;Hatchback;0.9L;Manual;5;5;Euro 6;Null
3911;Petrol Plug-in Hybrid;Saloon;1.4L;Automatic;4;5;Euro 6;Null
3912;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3913;Petrol;SUV;1.2L;Manual;5;5;Euro 5;Null
3914;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3915;Petrol;Convertible;3.5L;Automatic;2;2;Euro 4;Null
3917;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3919;Electric;Hatchback;;Automatic;5;5;Null;
3920;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
3921;Petrol;Saloon;2.6L;Manual;4;;Null;
3922;Petrol Hybrid;Hatchback;1.2L;Manual;5;4;Euro 6;Null
3923;Diesel;Saloon;2.0L;Manual;4;5;Euro 6;Null
3924;Diesel;SUV;1.7L;Manual;5;5;Euro 6;Null
3925;Diesel;SUV;1.6L;Manual;5;5;Euro 6;Null
3926;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
3927;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
3928;Petrol Plug-in Hybrid;Hatchback;;Automatic;5;4;Euro 5;Null
3929;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
3930;Petrol;Hatchback;1.0L;Manual;5;4;Euro 4;Null
3931;Electric;Hatchback;;Automatic;5;5;Null;
3933;Electric;Hatchback;;Automatic;5;5;Null;
3935;Petrol;Saloon;1.5L;Manual;4;5;Euro 6;Null
3937;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
3939;Petrol;Hatchback;1.5L;Manual;3;4;Euro 6;Null
3940;Diesel;Coupe;2.0L;Manual;2;4;Euro 5;Null
3941;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 5;Full
3942;Diesel;Coupe;2.0L;Manual;2;4;Euro 5;Null
3943;Petrol;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3945;Petrol;SUV;1.3L;Automatic;5;5;Euro 6;Null
3947;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3949;Petrol;Saloon;4.2L;Automatic;4;5;Euro 4;Full
3951;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3953;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3954;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Null
3955;Petrol;SUV;6.3L;Automatic;5;5;Euro 4;Null
3956;Petrol;Convertible;2.0L;Manual;2;2;Euro 6;Null
3957;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
3958;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
3959;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3961;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
3962;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Null
3963;Diesel;SUV;1.6L;Manual;5;5;Euro 6;Null
3964;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
3965;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Full
3966;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Full
3967;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Null
3968;Diesel;SUV;1.5L;Automatic;5;5;Euro 6;Full
3969;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Null
3970;Diesel;Saloon;3.0L;Automatic;4;5;Euro 6;Null
3971;Diesel;SUV;2.0L;Manual;5;5;Euro 6;Null
3972;Diesel;MPV;1.5L;Automatic;5;7;Euro 5;Full
3973;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
3975;Electric;Hatchback;;Automatic;5;5;Null;
3976;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Null
3977;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
3978;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Full
3979;Diesel;Saloon;2.0L;Manual;4;5;Euro 6;Null
3980;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Null
3983;Diesel;Saloon;2.0L;Manual;4;5;Euro 6;Null
3985;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
3987;Electric;Hatchback;;Automatic;5;5;Null;
3989;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
3990;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Null
3991;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Null
3992;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
3993;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
3994;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
3996;Diesel;Hatchback;2.0L;Manual;5;5;Euro 6;Null
3997;Diesel;Saloon;2.2L;Automatic;4;5;Euro 5;Null
3998;Diesel;Pickup;2.4L;Manual;4;5;Euro 5;Full
3999;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4000;Diesel;Estate;2.1L;Automatic;5;5;Euro 4;Null
4001;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
4003;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
4004;Diesel;Hatchback;1.4L;Manual;5;5;Euro 6;Null
4005;Petrol;Hatchback;2.0L;Automatic;5;5;Euro 4;Null
4008;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Full
4009;Diesel;Estate;2.0L;Manual;5;5;Euro 5;Full
4010;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4012;Petrol;Hatchback;1.4L;Manual;3;5;Euro 6;Null
4013;Diesel;SUV;2.0L;Manual;5;5;Euro 6;Null
4014;Petrol;Hatchback;1.3L;Manual;3;5;Euro 5;Null
4015;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4017;Electric;Hatchback;;Automatic;5;5;Null;
4018;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4019;Petrol;SUV;1.5L;Manual;5;5;Euro 6;Null
4020;Diesel;Coupe;2.1L;Automatic;2;4;Euro 5;Null
4021;Petrol;SUV;1.5L;Manual;5;5;Euro 6;Null
4022;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
4023;Diesel;SUV;1.6L;Manual;5;5;Euro 6;Null
4024;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Null
4025;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
4026;Diesel;Hatchback;3.0L;Automatic;5;5;Euro 5;Full
4027;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4029;Electric;Hatchback;;Automatic;5;5;Null;
4031;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4032;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
4033;Diesel;SUV;1.6L;Manual;5;5;Euro 6;Null
4034;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Null
4037;Petrol;Hatchback;1.0L;Manual;3;4;Euro 6;Null
4039;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Full
4040;Petrol;Convertible;1.8L;Manual;2;;Null;
4041;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
4042;Diesel;MPV;1.5L;Automatic;5;7;Euro 5;Full
4043;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 6;Null
4045;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
4046;Diesel;Coupe;2.0L;Automatic;2;4;Euro 6;Null
4047;Diesel Hybrid;Saloon;2.0L;Automatic;4;5;Euro 6;Null
4048;Petrol;Hatchback;1.4L;Manual;3;4;Euro 6;Null
4049;Diesel;SUV;1.7L;Manual;5;5;Euro 5;Null
4050;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Null
4051;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Null
4052;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Null
4053;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
4054;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
4055;Diesel;Estate;2.0L;Automatic;5;5;Euro 6;Null
4056;Petrol;Hatchback;1.0L;Manual;5;4;Euro 4;Null
4059;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4060;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 6;Null
4061;Petrol;Hatchback;0.9L;Manual;5;5;Euro 6;Null
4062;Diesel;Saloon;2.0L;Manual;4;5;Euro 6;Null
4065;Diesel;Estate;1.5L;Manual;5;5;Euro 6;Null
4066;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
4067;Diesel;SUV;2.0L;Automatic;5;5;Euro 6;Full
4068;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
4069;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
4070;Petrol;Hatchback;1.0L;Manual;5;4;Euro 4;Null
4071;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
4073;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
4074;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
4075;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Full
4076;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
4077;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
4078;Petrol;SUV;1.2L;Manual;5;5;Euro 6;Null
4079;Petrol;Hatchback;1.3L;Manual;5;5;Euro 6;Null
4081;Petrol;Hatchback;1.6L;Automatic;3;4;Euro 4;Null
4082;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Null
4083;Petrol;Hatchback;1.5L;Manual;3;4;Euro 6;Null
4085;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
4087;Petrol;SUV;1.3L;Automatic;5;5;Euro 6;Null
4088;Diesel;Saloon;2.1L;Manual;4;5;Euro 5;Full
4089;Diesel;MPV;1.6L;Manual;5;5;Euro 6;Null
4090;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Null
4091;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
4092;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
4093;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Null
4094;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Full
4095;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
4096;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
4097;Petrol;Convertible;1.4L;Manual;2;4;Euro 5;Full
4098;Diesel;Estate;2.1L;Automatic;5;5;Euro 4;Null
4099;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Full
4101;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
4102;Diesel;SUV;3.0L;Automatic;5;7;Euro 5;Null
4103;Petrol;SUV;1.4L;Manual;5;5;Euro 6;Null
4104;Diesel;SUV;2.0L;Automatic;5;5;Euro 6;Null
4105;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Full
4106;Petrol;Hatchback;1.0L;Manual;3;5;Euro 6;Null
4107;Petrol;Hatchback;1.0L;Manual;5;4;Null;
4108;Petrol;SUV;1.0L;Manual;5;5;Euro 6;Null
4110;Petrol;Estate;1.3L;Manual;5;5;Euro 6;Full
4111;Diesel;Hatchback;2.0L;Manual;3;4;Euro 6;Full
4115;Petrol;SUV;1.6L;Manual;5;5;Euro 6;Full
